area,filename,lat,lon
makati_cbd,zm128m_lat14d564829_lon121d005092,14.564828999999998,121.00509200000002
makati_cbd,zm128m_lat14d563672_lon121d005092,14.563672142037287,121.00509200000002
makati_cbd,zm128m_lat14d562515_lon121d005092,14.562515283960357,121.00509200000002
makati_cbd,zm128m_lat14d561358_lon121d005092,14.561358425769216,121.00509200000002
makati_cbd,zm128m_lat14d560202_lon121d005092,14.560201567463876,121.00509200000002
makati_cbd,zm128m_lat14d559045_lon121d005092,14.559044709044343,121.00509200000002
makati_cbd,zm128m_lat14d557888_lon121d005092,14.557887850510625,121.00509200000002
makati_cbd,zm128m_lat14d556731_lon121d005092,14.55673099186274,121.00509200000002
makati_cbd,zm128m_lat14d555574_lon121d005092,14.555574133100675,121.00509200000002
makati_cbd,zm128m_lat14d554417_lon121d005092,14.554417274224459,121.00509200000002
makati_cbd,zm128m_lat14d55326_lon121d005092,14.553260415234085,121.00509200000002
makati_cbd,zm128m_lat14d552104_lon121d005092,14.552103556129575,121.00509200000002
makati_cbd,zm128m_lat14d550947_lon121d005092,14.550946696910934,121.00509200000002
makati_cbd,zm128m_lat14d54979_lon121d005092,14.549789837578157,121.00509200000002
makati_cbd,zm128m_lat14d548633_lon121d005092,14.548632978131266,121.00509200000002
makati_cbd,zm128m_lat14d547476_lon121d005092,14.547476118570263,121.00509200000002
makati_cbd,zm128m_lat14d546319_lon121d005092,14.546319258895164,121.00509200000002
makati_cbd,zm128m_lat14d564829_lon121d00628,14.564828996984527,121.00627977067391
makati_cbd,zm128m_lat14d563672_lon121d00628,14.563672139022069,121.00627976448209
makati_cbd,zm128m_lat14d562515_lon121d00628,14.562515280945385,121.00627975829083
makati_cbd,zm128m_lat14d561358_lon121d00628,14.561358422754495,121.00627975210007
makati_cbd,zm128m_lat14d560202_lon121d00628,14.560201564449404,121.0062797459099
makati_cbd,zm128m_lat14d559045_lon121d00628,14.559044706030118,121.00627973972026
makati_cbd,zm128m_lat14d557888_lon121d00628,14.557887847496652,121.00627973353114
makati_cbd,zm128m_lat14d556731_lon121d00628,14.556730988849015,121.0062797273426
makati_cbd,zm128m_lat14d555574_lon121d00628,14.555574130087201,121.00627972115458
makati_cbd,zm128m_lat14d554417_lon121d00628,14.554417271211234,121.00627971496714
makati_cbd,zm128m_lat14d55326_lon121d00628,14.55326041222111,121.00627970878023
makati_cbd,zm128m_lat14d552104_lon121d00628,14.552103553116853,121.00627970259384
makati_cbd,zm128m_lat14d550947_lon121d00628,14.550946693898455,121.00627969640801
makati_cbd,zm128m_lat14d54979_lon121d00628,14.549789834565933,121.00627969022275
makati_cbd,zm128m_lat14d548633_lon121d00628,14.54863297511929,121.006279684038
makati_cbd,zm128m_lat14d547476_lon121d00628,14.547476115558542,121.00627967785383
makati_cbd,zm128m_lat14d546319_lon121d00628,14.546319255883692,121.00627967167017
makati_cbd,zm128m_lat14d564829_lon121d007468,14.564828987938114,121.00746754134775
