area,filename,lat,lon
mplace,zm128m_lat14d645881_lon121d017012,14.645880999999994,121.017012
mplace,zm128m_lat14d644724_lon121d017012,14.644724150060169,121.017012
mplace,zm128m_lat14d643567_lon121d017012,14.643567300005541,121.017012
mplace,zm128m_lat14d64241_lon121d017012,14.642410449836131,121.017012
mplace,zm128m_lat14d641254_lon121d017012,14.64125359955193,121.017012
mplace,zm128m_lat14d640097_lon121d017012,14.640096749152974,121.017012
mplace,zm128m_lat14d63894_lon121d017012,14.638939898639249,121.017012
mplace,zm128m_lat14d637783_lon121d017012,14.637783048010768,121.017012
mplace,zm128m_lat14d636626_lon121d017012,14.636626197267544,121.017012
mplace,zm128m_lat14d635469_lon121d017012,14.63546934640958,121.017012
mplace,zm128m_lat14d634312_lon121d017012,14.634312495436884,121.017012
mplace,zm128m_lat14d633156_lon121d017012,14.633155644349474,121.017012
mplace,zm128m_lat14d631999_lon121d017012,14.631998793147346,121.017012
mplace,zm128m_lat14d630842_lon121d017012,14.63084194183051,121.017012
mplace,zm128m_lat14d629685_lon121d017012,14.629685090398988,121.017012
mplace,zm128m_lat14d628528_lon121d017012,14.62852823885277,121.017012
mplace,zm128m_lat14d627371_lon121d017012,14.627371387191873,121.017012
mplace,zm128m_lat14d626215_lon121d017012,14.626214535416306,121.017012
mplace,zm128m_lat14d625058_lon121d017012,14.625057683526078,121.017012
mplace,zm128m_lat14d623901_lon121d017012,14.623900831521189,121.017012
mplace,zm128m_lat14d622744_lon121d017012,14.622743979401651,121.017012
mplace,zm128m_lat14d621587_lon121d017012,14.621587127167485,121.017012
mplace,zm128m_lat14d62043_lon121d017012,14.620430274818679,121.017012
mplace,zm128m_lat14d619273_lon121d017012,14.619273422355256,121.017012
mplace,zm128m_lat14d645881_lon121d0182,14.645880996967016,121.01820020584765
mplace,zm128m_lat14d644724_lon121d0182,14.64472414702744,121.01820019961755
mplace,zm128m_lat14d643567_lon121d0182,14.643567296973064,121.01820019338801
mplace,zm128m_lat14d64241_lon121d0182,14.642410446803904,121.01820018715901
mplace,zm128m_lat14d641254_lon121d0182,14.641253596519952,121.01820018093055
mplace,zm128m_lat14d640097_lon121d0182,14.64009674612125,121.01820017470264
mplace,zm128m_lat14d63894_lon121d0182,14.638939895607773,121.01820016847529
mplace,zm128m_lat14d637783_lon121d0182,14.637783044979537,121.01820016224848
mplace,zm128m_lat14d636626_lon121d0182,14.636626194236564,121.0182001560222
mplace,zm128m_lat14d635469_lon121d0182,14.635469343378857,121.01820014979648
mplace,zm128m_lat14d634312_lon121d0182,14.63431249240641,121.01820014357129
mplace,zm128m_lat14d633156_lon121d0182,14.633155641319245,121.01820013734667
mplace,zm128m_lat14d631999_lon121d0182,14.631998790117368,121.0182001311226
mplace,zm128m_lat14d630842_lon121d0182,14.630841938800783,121.01820012489904
mplace,zm128m_lat14d629685_lon121d0182,14.629685087369511,121.01820011867608
mplace,zm128m_lat14d628528_lon121d0182,14.628528235823543,121.01820011245361
mplace,zm128m_lat14d627371_lon121d0182,14.627371384162899,121.01820010623173
mplace,zm128m_lat14d626215_lon121d0182,14.626214532387579,121.01820010001036
mplace,zm128m_lat14d625058_lon121d0182,14.625057680497596,121.01820009378959
mplace,zm128m_lat14d623901_lon121d0182,14.623900828492959,121.01820008756931
mplace,zm128m_lat14d622744_lon121d0182,14.62274397637367,121.01820008134962
mplace,zm128m_lat14d621587_lon121d0182,14.621587124139756,121.01820007513044
mplace,zm128m_lat14d62043_lon121d0182,14.620430271791205,121.01820006891182
mplace,zm128m_lat14d619273_lon121d0182,14.61927341932803,121.01820006269375
mplace,zm128m_lat14d645881_lon121d019388,14.645880987868088,121.01938841169525
mplace,zm128m_lat14d644724_lon121d019388,14.64472413792926,121.01938839923505
mplace,zm128m_lat14d643567_lon121d019388,14.643567287875637,121.01938838677596
mplace,zm128m_lat14d64241_lon121d019388,14.642410437707222,121.01938837431796
mplace,zm128m_lat14d641254_lon121d019388,14.641253587424021,121.01938836186105
mplace,zm128m_lat14d640097_lon121d019388,14.640096737026065,121.01938834940523
mplace,zm128m_lat14d63894_lon121d019388,14.63893988651334,121.01938833695051
mplace,zm128m_lat14d637783_lon121d019388,14.637783035885857,121.01938832449689
mplace,zm128m_lat14d636626_lon121d019388,14.636626185143632,121.01938831204433
mplace,zm128m_lat14d635469_lon121d019388,14.635469334286675,121.01938829959289
mplace,zm128m_lat14d634312_lon121d019388,14.634312483314975,121.01938828714253
mplace,zm128m_lat14d633156_lon121d019388,14.633155632228561,121.01938827469328
mplace,zm128m_lat14d631999_lon121d019388,14.631998781027436,121.0193882622451
mplace,zm128m_lat14d630842_lon121d019388,14.6308419297116,121.01938824979804
mplace,zm128m_lat14d629685_lon121d019388,14.629685078281076,121.01938823735208
mplace,zm128m_lat14d628528_lon121d019388,14.62852822673586,121.01938822490717
mplace,zm128m_lat14d627371_lon121d019388,14.627371375075965,121.0193882124634
mplace,zm128m_lat14d626215_lon121d019388,14.626214523301394,121.01938820002069
mplace,zm128m_lat14d625058_lon121d019388,14.625057671412163,121.0193881875791
mplace,zm128m_lat14d623901_lon121d019388,14.623900819408274,121.01938817513857
mplace,zm128m_lat14d622744_lon121d019388,14.62274396728974,121.01938816269914
mplace,zm128m_lat14d621587_lon121d019388,14.621587115056569,121.01938815026082
mplace,zm128m_lat14d62043_lon121d019388,14.620430262708766,121.01938813782358
mplace,zm128m_lat14d619273_lon121d019388,14.61927341024634,121.01938812538744
