area,filename,lat,lon
srv,zm128m_lat14d643861_lon120d960233,14.643861000000005,120.96023300000002
srv,zm128m_lat14d642704_lon120d960233,14.642704149859732,120.96023300000002
srv,zm128m_lat14d641547_lon120d960233,14.641547299604673,120.96023300000002
srv,zm128m_lat14d64039_lon120d960233,14.640390449234852,120.96023300000002
srv,zm128m_lat14d639234_lon120d960233,14.639233598750259,120.96023300000002
srv,zm128m_lat14d638077_lon120d960233,14.638076748150917,120.96023300000002
srv,zm128m_lat14d63692_lon120d960233,14.636919897436817,120.96023300000002
srv,zm128m_lat14d635763_lon120d960233,14.635763046607982,120.96023300000002
srv,zm128m_lat14d634606_lon120d960233,14.634606195664416,120.96023300000002
srv,zm128m_lat14d643861_lon120d961421,14.643860996967463,120.96142119496953
srv,zm128m_lat14d642704_lon120d961421,14.642704146827443,120.96142118874037
srv,zm128m_lat14d641547_lon120d961421,14.641547296572634,120.96142118251178
srv,zm128m_lat14d64039_lon120d961421,14.640390446203062,120.96142117628375
srv,zm128m_lat14d639234_lon120d961421,14.63923359571872,120.96142117005624
srv,zm128m_lat14d638077_lon120d961421,14.638076745119626,120.96142116382929
srv,zm128m_lat14d63692_lon120d961421,14.636919894405777,120.96142115760287
srv,zm128m_lat14d635763_lon120d961421,14.635763043577194,120.96142115137702
srv,zm128m_lat14d634606_lon120d961421,14.634606192633878,120.96142114515172
srv,zm128m_lat14d643861_lon120d962609,14.643860987869843,120.96260938993898
srv,zm128m_lat14d642704_lon120d962609,14.642704137730568,120.96260937748069
srv,zm128m_lat14d641547_lon120d962609,14.641547287476515,120.9626093650235
srv,zm128m_lat14d64039_lon120d962609,14.64039043710769,120.96260935256741
srv,zm128m_lat14d639234_lon120d962609,14.639233586624098,120.96260934011241
srv,zm128m_lat14d638077_lon120d962609,14.638076736025756,120.9626093276585
srv,zm128m_lat14d63692_lon120d962609,14.636919885312658,120.96260931520568
srv,zm128m_lat14d635763_lon120d962609,14.635763034484821,120.96260930275396
srv,zm128m_lat14d634606_lon120d962609,14.634606183542253,120.96260929030333
srv,zm128m_lat14d643861_lon120d963798,14.64386097270714,120.96379758490829
srv,zm128m_lat14d642704_lon120d963798,14.642704122569123,120.96379756622088
srv,zm128m_lat14d641547_lon120d963798,14.64154727231631,120.9637975475351
srv,zm128m_lat14d64039_lon120d963798,14.64039042194874,120.96379752885093
srv,zm128m_lat14d639234_lon120d963798,14.639233571466395,120.96379751016843
srv,zm128m_lat14d638077_lon120d963797,14.638076720869302,120.96379749148758
srv,zm128m_lat14d63692_lon120d963797,14.636919870157458,120.96379747280837
srv,zm128m_lat14d635763_lon120d963797,14.635763019330868,120.96379745413077
srv,zm128m_lat14d634606_lon120d963797,14.634606168389547,120.96379743545484
srv,zm128m_lat14d643861_lon120d964986,14.643860951479361,120.9649857798774
srv,zm128m_lat14d642704_lon120d964986,14.642704101343089,120.96498575496086
srv,zm128m_lat14d641547_lon120d964986,14.641547251092028,120.96498573004648
srv,zm128m_lat14d64039_lon120d964986,14.640390400726206,120.9649857051343
srv,zm128m_lat14d639234_lon120d964986,14.639233550245613,120.96498568022429
srv,zm128m_lat14d638077_lon120d964986,14.638076699650266,120.96498565531647
srv,zm128m_lat14d63692_lon120d964986,14.636919848940172,120.96498563041085
srv,zm128m_lat14d635763_lon120d964986,14.635762998115334,120.96498560550741
srv,zm128m_lat14d634606_lon120d964986,14.634606147175763,120.96498558060614
srv,zm128m_lat14d643861_lon120d966174,14.6438609241865,120.96617397484626
srv,zm128m_lat14d642704_lon120d966174,14.642704074052476,120.96617394370057
srv,zm128m_lat14d641547_lon120d966174,14.641547223803665,120.9661739125576
srv,zm128m_lat14d64039_lon120d966174,14.640390373440093,120.96617388141736
srv,zm128m_lat14d639234_lon120d966174,14.639233522961746,120.96617385027986
srv,zm128m_lat14d638077_lon120d966174,14.638076672368655,120.9661738191451
srv,zm128m_lat14d63692_lon120d966174,14.636919821660806,120.96617378801305
srv,zm128m_lat14d635763_lon120d966174,14.635762970838217,120.96617375688376
srv,zm128m_lat14d634606_lon120d966174,14.634606119900896,120.96617372575717
srv,zm128m_lat14d643861_lon120d967362,14.64386089082856,120.9673621698148
srv,zm128m_lat14d642704_lon120d967362,14.642704040697284,120.96736213243996
srv,zm128m_lat14d641547_lon120d967362,14.641547190451226,120.9673620950684
srv,zm128m_lat14d64039_lon120d967362,14.6403903400904,120.9673620577001
srv,zm128m_lat14d639233_lon120d967362,14.639233489614805,120.9673620203351
srv,zm128m_lat14d638077_lon120d967362,14.638076639024458,120.96736198297339
srv,zm128m_lat14d63692_lon120d967362,14.636919788319359,120.96736194561494
srv,zm128m_lat14d635763_lon120d967362,14.63576293749952,120.96736190825979
srv,zm128m_lat14d634606_lon120d967362,14.63460608656495,120.96736187090791
srv,zm128m_lat14d643861_lon120d96855,14.643860851405536,120.96855036478296
srv,zm128m_lat14d642704_lon120d96855,14.642704001277515,120.96855032117895
srv,zm128m_lat14d641547_lon120d96855,14.6415471510347,120.96855027757881
srv,zm128m_lat14d64039_lon120d96855,14.640390300677122,120.96855023398247
srv,zm128m_lat14d639233_lon120d96855,14.639233450204777,120.96855019038999
srv,zm128m_lat14d638077_lon120d96855,14.638076599617678,120.9685501468013
srv,zm128m_lat14d63692_lon120d96855,14.63691974891583,120.96855010321646
srv,zm128m_lat14d635763_lon120d96855,14.635762898099241,120.96855005963542
srv,zm128m_lat14d634606_lon120d96855,14.63460604716792,120.96855001605822
srv,zm128m_lat14d643861_lon120d969739,14.643860805917434,120.96973855975061
srv,zm128m_lat14d642704_lon120d969739,14.64270395579316,120.9697385099175
srv,zm128m_lat14d641547_lon120d969738,14.641547105554094,120.96973846008875
srv,zm128m_lat14d64039_lon120d969738,14.64039025520027,120.96973841026437
srv,zm128m_lat14d639233_lon120d969738,14.639233404731671,120.9697383604444
srv,zm128m_lat14d638077_lon120d969738,14.638076554148325,120.96973831062873
srv,zm128m_lat14d63692_lon120d969738,14.63691970345022,120.96973826081748
srv,zm128m_lat14d635763_lon120d969738,14.63576285263738,120.96973821101061
srv,zm128m_lat14d634606_lon120d969738,14.634606001709805,120.96973816120808
